"Manufacturer,""Price"",""Reference"",""Name"",""Category"""
"Racingline,""339.89"",""VWR12G6GT"",""Racingline Intake System / TriFoam Air Filter / Golf 6 GTI, Scirocco, Octavia vRS II 1Z / 2.0 TSI EA888.1 TRIFOAM FILTER"",""Intakes Systems """
"Racingline,""360.36"",""VWR12G6GTC"",""Racingline Intake System / Cotton Air Filter /  Golf 6 GTI, Scirocco, Octavia vRS II 1Z / 2.0 TSI EA888.1"",""Intakes Systems """
"Racingline,""476.39"",""VWR12G6K03"",""Racingline Intake System / TriFoam Air Filter / Skoda Octavia vRS II 1Z / 2.0 TFSI EA113 (K03)"",""Intakes Systems """
"Racingline,""496.86"",""VWR12G6K03C"",""Racingline Intake System / Cotton Air Filter /  Skoda Octavia vRS II 1Z / 2.0 TFSI EA113 (K03)"",""Intakes Systems """
"Racingline,""339.89"",""VWR12G614"",""Racingline Intake System / TriFoam Air Filter / Golf 6 , Scirocco 1.4 TSI (170PS)"",""Intakes Systems """
"Racingline,""374.01"",""VWR12G70D"",""Racingline Intake System / TriFoam Air Filter / MQB 2.0 TDI  EA288"",""Intakes Systems """
"Racingline,""394.49"",""VWR12G70DC"",""Racingline Intake System / Cotton Air Filter /  MQB 2.0 TDI  EA288"",""Intakes Systems """
"Racingline,""477.75"",""VWR12G714"",""Racingline Intake System / TriFoam Air Filter / MQB 1.4 TSI  EA211 (RHD Vehicles Only)"",""Intakes Systems """
"Racingline,""498.23"",""VWR12G714C"",""Racingline Intake System / Cotton Air Filter /  MQB 1.4 TSI  EA211 (RHD Vehicles Only)"",""Intakes Systems """
"Racingline,""414.96"",""VWR12G7CUP"",""Racingline Intake System / 'Cup Edition' Open Intake / TRIFOAM FILTER /  MQB / 1.8/2.0 TSI EA888.3"",""Intakes Systems """
"Racingline,""442.26"",""VWR1200R600E"",""Racingline Intake System / R600 EVO :  TriFoam Air Filter / MQB / MQBE"",""Intakes Systems """
"Racingline,""442.26"",""VWR1200R600EUSA"",""Racingline Intake System / R600 EVO :  TriFoam Air Filter USA (with SAI) / MQB / MQBE"",""Intakes Systems """
"Racingline,""483.21"",""VWR1200R601E"",""Racingline Intake System / R600 EVO :  Cotton Air Filter / MQB/MQBE"",""Intakes Systems """
"Racingline,""483.21"",""VWR1200R601EUSA"",""Racingline Intake System / R600 EVO :  Cotton Air Filter USA (with SAI) / MQB/MQBE"",""Intakes Systems """
"Racingline,""442.26"",""VWR12G7R600"",""Racingline Please use VWR1200R600E"",""Intakes Systems """
"Racingline,""442.26"",""VWR12G7R600USA"",""Racingline Please use VWR1200R600EUSA"",""Intakes Systems """
"Racingline,""483.21"",""VWR12G7R601"",""Racingline Please use VWR1200R601E"",""Intakes Systems """
"Racingline,""483.21"",""VWR12G7R601USA"",""Racingline Please use VWR1200R601EUSA"",""Intakes Systems """
"Racingline,""483.21"",""VWR12G7R602"",""Racingline Intake System / R600 / TriFoam Air Filter with MAF SENSOR /  MQB 2.0 TSI EA888.3B"",""Intakes Systems """
"Racingline,""483.21"",""VWR12G7R602USA"",""Racingline Intake System / R600 / TriFoam Air Filter USA (with SAI) MAF SENSOR /  MQB 2.0 TSI EA888.3B"",""Intakes Systems """
"Racingline,""524.16"",""VWR12G7R603"",""Racingline Intake System / R600 / Cotton Air Filter with MAF SENSOR /  MQB 2.0 TSI EA888.3B"",""Intakes Systems """
"Racingline,""524.16"",""VWR12G7R603USA"",""Racingline Intake System / R600 / Cotton Air Filter USA (with SAI) MAF SENSOR /  MQB 2.0 TSI EA888.3B"",""Intakes Systems """
"Racingline,""654.94"",""VWR1210R600EM"",""Racingline Intake System / R600E /Carbon Lid Matte /Tri-foam Filter"",""Intakes Systems """
"Racingline,""721.86"",""VWR1210R601EM"",""Racingline Intake System / R601E /Carbon Lid Matte /Cotton Filter"",""Intakes Systems """
"Racingline,""721.86"",""VWR1210R602M"",""Racingline Intake System / R602E/Carbon Lid Matte /Tri-foam Filter"",""Intakes Systems """
"Racingline,""839.99"",""VWR1210R603M"",""Racingline Intake System / R603E/Carbon Lid Matte /Cotton Filter"",""Intakes Systems """
"Racingline,""654.94"",""VWR1210R600EG"",""Racingline Intake System / R600E/Carbon Lid Gloss /Tri-foam Filter"",""Intakes Systems """
"Racingline,""721.86"",""VWR1210R601EG"",""Racingline Intake System / R601E/Carbon Lid Gloss /Cotton Filter"",""Intakes Systems """
"Racingline,""721.86"",""VWR1210R602G"",""Racingline Intake System / R602E/Carbon Lid Gloss /Tri Foam Filter"",""Intakes Systems """
"Racingline,""839.99"",""VWR1210R603G"",""Racingline Intake System / R603E/Carbon Lid Gloss /Cotton Filter"",""Intakes Systems """
"Racingline,""31.40"",""VWR12G7R600OS"",""Racingline R600 Cotton Filter Foam Oversock / TRIFOAM FILTER"",""Intakes Systems """
"Racingline,""517.34"",""VWR12L0CR"",""Racingline Intake System / TriFoam Air Filter / Seat Leon II Cupra R:  2.0 TFSI EA113 (K04)"",""Intakes Systems """
"Racingline,""537.81"",""VWR12L0CRC"",""Racingline Intake System / Cotton Air Filter / Seat Leon II Cupra R:  2.0 TFSI EA113 (K04)"",""Intakes Systems """
"Racingline,""365.82"",""VWR12P0GT"",""Racingline Intake System / TriFoam Air Filter / Polo GTI 1.4 TSI 6R  / Ibiza Cupra 1.4 TSI 6J / Fabia vRS II 5J"",""Intakes Systems """
"Racingline,""408.14"",""VWR12P1GT"",""Racingline Intake System / TriFoam Air Filter / Polo GTI 1.8 TSI 6C  / Ibiza Cupra 1.8 TSI 6J"",""Intakes Systems """
"Racingline,""428.61"",""VWR12P1GTC"",""Racingline Intake System / Cotton Air Filter / Polo GTI 1.8 TSI 6C  / Ibiza Cupra 1.8 TSI 6J"",""Intakes Systems """
"Racingline,""634.71"",""VWR12P2GTG"",""Racingline Intake System / TriFoam Air Filter / Polo GTI 2.0 AW / Gloss Carbon"",""Intakes Systems """
"Racingline,""634.71"",""VWR12P2GTM"",""Racingline Intake System / TriFoam Air Filter / Polo GTI 2.0 AW / Matt Carbon"",""Intakes Systems """
"Racingline,""614.25"",""VWR12PRWRC"",""Racingline Intake System / TriFoam Air Filter / Polo 2.0 WRC: 2.0 TFSI EA113 (K03)"",""Intakes Systems """
"Racingline,""408.14"",""VWR12UPGT"",""Racingline Intake System / TriFoam Air Filter / UP! / Polo / Ibiza / Golf / 1.0 TSI Intake EA211  / requires Turbo Inlet VWR12UPITINLET"",""Intakes Systems """
"Racingline,""503.69"",""VWR12UPGTCOMP"",""Racingline Intake System / TriFoam Air Filter / UP! / Polo / Ibiza / Golf / 1.0 TSI Intake EA211 / includes Turbo Inlet"",""Intakes Systems """
"Racingline,""353.54"",""VWR121000"",""Racingline Intake System / R600 Carbon Lid Gloss / for fitment to any R600 intake"",""Intakes Systems """
"Racingline,""353.54"",""VWR121001"",""Racingline Intake System / R600 Carbon Lid Matte / for fitment to any R600 intake"",""Intakes Systems """
"Racingline,""353.54"",""VWR121002"",""Racingline Intake System / R600E Carbon Lid Gloss / for fitment to any R600 EVO intake"",""Intakes Systems """
"Racingline,""353.54"",""VWR121003"",""Racingline Intake System / R600E Carbon Lid Matte / for fitment to any R600 EVO intake"",""Intakes Systems """
"Racingline,""1442.44"",""VWR1213RS"",""Racingline Intake System Carbon Matte / 2.5 TFSI RS3 8V.2 / TTRS 8S / RHD only "",""Intakes Systems """
"Racingline,""30.03"",""VWR120000"",""Racingline Trifoam Air Filter Cleaning & Reoiling Kit / 400ml Oil & 500ml Cleaner"",""Replacement Air Filters & Parts"""
"Racingline,""6.83"",""VWR120001"",""Racingline Turbo 90 Inlet / Replacement Seals for VWR12G7R600ITINLET"",""Replacement Air Filters & Parts"""
"Racingline,""6.83"",""VWR120002"",""Racingline Turbo Muffler Delete / Replacement O-Ring for VWR16G7TDEL"",""Replacement Air Filters & Parts"""
"Racingline,""47.78"",""VWR120030S3PA"",""Racingline Intake System Accessory / Audi 8P Front adaptor Metal Frame"",""Replacement Air Filters & Parts"""
"Racingline,""34.13"",""VWR1200BRAC"",""Racingline Intake System Accessory / Bracket and Strap"",""Replacement Air Filters & Parts"""
"Racingline,""21.84"",""VWR1200BUNG"",""Racingline Intake System Accessory / K04 Bung"",""Replacement Air Filters & Parts"""
"Racingline,""47.78"",""VWR1200G5PA"",""Racingline Intake System Accessory / Golf 5 Front adaptor Metal Frame"",""Replacement Air Filters & Parts"""
"Racingline,""47.78"",""VWR1200G6PA"",""Racingline Intake System Accessory / Golf 6 Front Panel Adaptor Silicone"",""Replacement Air Filters & Parts"""
"Racingline,""47.78"",""VWR1200L0CR"",""Racingline Intake System Accessory / SEAT Leon 2  Front Panel Adaptor Silicone"",""Replacement Air Filters & Parts"""
"Racingline,""116.03"",""VWR12G614FO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / Golf, Scirocco 1.4 TSI / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""102.38"",""VWR12G6GTFO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / TSI / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""122.85"",""VWR12G6GTFOC"",""Racingline Intake System Replacement Filter Element / TSI / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""102.38"",""VWR12G60RAB"",""Racingline Intake System / Airbox Only "",""Replacement Air Filters & Parts"""
"Racingline,""102.38"",""VWR12G60RFO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / TFSI / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""122.85"",""VWR12G60RFOC"",""Racingline Intake System Replacement Filter Element / COTTON FILTER / TFSI / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""102.38"",""VWR12G7R600FO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / MQB R600:  1.8/2.0 TSI EA888.3 / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""27.30"",""VWR12G7R600SPAF "",""Racingline Intake System Replacement R600 Secondary air filter"",""Replacement Air Filters & Parts"""
"Racingline,""150.15"",""VWR12G7R601FO"",""Racingline Intake System Replacement Filter Element / COTTON FILTER / MQB R600:  1.8/2.0 TSI EA888.3 / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""150.15"",""VWR12G7R602FO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / MQB R600 : MAF 1.8/2.0 TSI EA888.3.B / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""177.45"",""VWR12G7R603FO"",""Racingline Intake System Replacement Filter Element / COTTON FILTER / MQB R600: MAF 1.8/2.0 TSI EA888.3.B / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""111.56"",""VWR12UPGTFO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER  / UP! / Polo / Ibiza / Golf / 1.0 TSI Intake EA211"",""Replacement Air Filters & Parts"""
"Racingline,""102.38"",""VWR12P1GTFO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / Polo 1.8 TSI (6C) / Ibiza Cupra 1.8 TSI / Audi S1 Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""122.85"",""VWR12P1GTFOC"",""Racingline Intake System Replacement Filter Element / COTTON FILTER / Polo 1.8 TSI (6C) / Ibiza Cupra 1.8 TSI / Audi S1 Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""91.46"",""VWR12PRWRCFO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / Polo 2.0 R WRC / Filter Only"",""Replacement Air Filters & Parts"""
"Racingline,""221.13"",""VWR1241S4FO"",""Racingline Intake System Replacement Filter Element / TRIFOAM FILTER / S4 / RS4"",""Replacement Air Filters & Parts"""
"Racingline,""955.50"",""VWR21G702"",""Racingline Front Exhaust System with High Flow Catalyst / Golf 7 GTI 2.0 TSI"",""Exhausts"""
"Racingline,""477.75"",""VWR21G702CUP"",""Racingline Front Exhaust System with Decat pipe / Golf 7 GTI 2.0 TSI"",""Exhausts"""
"Racingline,""955.50"",""VWR21G702R"",""Racingline Front Exhaust System with High Flow Catalyst / Golf 7 R 2.0 TSI"",""Exhausts"""
"Racingline,""477.75"",""VWR21G702RCUP"",""Racingline Front Exhaust System with Decat pipe / Golf 7 R 2.0 TSI"",""Exhausts"""
"Racingline,""1076.99"",""VWR21G701"",""Racingline Rear Exhaust System Cat-back / Golf 7 GTI"",""Exhausts"""
"Racingline,""1950.59"",""VWR21G70RV"",""Racingline Rear Exhaust System Valved Cat-back / Golf 7R"",""Exhausts"""
"Racingline,""2100.74"",""VWR21G70RVRES"",""Racingline Rear Exhaust System Valved Cat-back Resonated / Golf 7R"",""Exhausts"""
"Racingline,""1445.54"",""VWR21G70RNV"",""Racingline Rear Exhaust System NON Valved (Cat-back) (inc. Valve delete plugs) / Golf 7R"",""Exhausts"""
"Racingline,""1582.04"",""VWR21G70RNVRES"",""Racingline Rear Exhaust System NON Valved Resonated (Cat-back) (inc. Valve delete plugs) / Golf 7R"",""Exhausts"""
"Racingline,""255.26"",""VWR120003"",""Racingline Turbo Inlet System (Elbow & Silicone Hose) / MQB EVO / EA888.4 2.0 TSI GARRETT Turbo / 245PS"",""Turbo & Intercooler Parts"""
"Racingline,""255.26"",""VWR120010"",""Racingline Turbo Inlet System (Elbow & Silicone Hose)  / MQB EVO /  EA888.4 2.0 TSI CONTINENTAL Turbo / 300-320PS"",""Turbo & Intercooler Parts"""
"Racingline,""177.44"",""VWR120011"",""Racingline Turbo Inlet / EA211 1.0 TSI / WLTP cars only"",""Turbo & Intercooler Parts"""
"Racingline,""109.20"",""VWR12G7R600ITRED"",""Racingline Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / RED"",""Turbo & Intercooler Parts"""
"Racingline,""109.20"",""VWR12G7R600ITBLA"",""Racingline Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / BLACK"",""Turbo & Intercooler Parts"""
"Racingline,""109.20"",""VWR12G7R600ITBLU"",""Racingline Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / BLUE"",""Turbo & Intercooler Parts"""
"Racingline,""109.20"",""VWR12G7R600ITGREY"",""Racingline Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / GREY"",""Turbo & Intercooler Parts"""
"Racingline,""109.20"",""VWR12G7R602ITBLA"",""Racingline Turbo Inlet Hose, Silicone / MQB / EA888.3B 2.0 TSI:  for MAF-sensor cars only / BLACK"",""Turbo & Intercooler Parts"""
"Racingline,""143.33"",""VWR12G7R600ITINLET"",""Racingline Turbo 90 Inlet / MQB / EA888.3 1.8 & 2.0 TSI"",""Turbo & Intercooler Parts"""
"Racingline,""288.75"",""VWR12P1GTIS38"",""Racingline TSI Intake Upgrade (Elbow,Breather & Silicone Hose) / Polo GTI 1.8 TSI 6C / Ibiza Cupra 1.8 TSI 6J / Audi S1 / EA888.3 1.8 & 2.0 TSI"",""Turbo & Intercooler Parts"""
"Racingline,""95.16"",""VWR12P101"",""Racingline TSI Intake Upgrade  Polo GTI 1.8 TSI 6C / Ibiza Cupra 1.8 TSI 6J / Audi S1 /  HOSE ONLY "",""Turbo & Intercooler Parts"""
"Racingline,""55.78"",""VWR12P102"",""Racingline TSI Intake Upgrade  Polo GTI 1.8 TSI 6C / Ibiza Cupra 1.8 TSI 6J / Audi S1 / BREATHER HOSE ONLY"",""Turbo & Intercooler Parts"""
"Racingline,""111.93"",""VWR12UPITINLET"",""Racingline 1.0 TSI Turbo Inlet / UP! / Polo / Ibiza / Golf etc / EA211 1.0 TSI"",""Turbo & Intercooler Parts"""
"Racingline,""226.35"",""VWR140004"",""Racingline Turbo Boost Hose Kit / MQB / EA888.3 2.0 TSI"",""Turbo & Intercooler Parts"""
"Racingline,""226.35"",""VWR140006"",""Racingline Turbo Boost Hose kit / MQBE / EA888.4 "",""Turbo & Intercooler Parts"""
"Racingline,""39.38"",""VWR140007"",""Racingline Turbo Boost Hose kit / MQBE / EA888.4  Outlet Hose Continental "",""Turbo & Intercooler Parts"""
"Racingline,""226.35"",""VWR140010"",""Racingline Turbo Boost Hose Kit / MQB-A0 / EA888.3B 2.0 TSI / Polo GTI AW / Audi A1 GB 40TFSI"",""Turbo & Intercooler Parts"""
"Racingline,""328.11"",""VWR140011"",""Racingline Turbo Boost Hose - Pipe Kit / RS3 8V.2 & 8Y TTRS / 5-piece inc 70mm Aluminium boost pipe"",""Turbo & Intercooler Parts"""
"Racingline,""887.25"",""VWR14G700"",""Racingline Intercooler / MQB / EA888.3 1.8 & 2.0 TSI"",""Turbo & Intercooler Parts"""
"Racingline,""623.75"",""VWR141001"",""Racingline Intercooler / Polo AW / EA888.3"",""Turbo & Intercooler Parts"""
"Racingline,""1041.25"",""VWR143000"",""Racingline Intercooler / MQB / 2.5 TSI EA855"",""Turbo & Intercooler Parts"""
"Racingline,""3276.00"",""VWR14G7IS38COMP"",""Racingline Stage 3 Turbocharger Upgrade / MQB / EA888.3 Complete (Exchange Unit) OEM+ DEALERS ONLY"",""Turbo & Intercooler Parts"""
"Racingline,""3276.00"",""VWR14G7IS38COMP"",""Racingline Stage 3 Turbocharger Upgrade / MQB / EA888.3 Complete (Exchange Unit) NON OEM+ DEALERS PLEASE CONTACT"",""Turbo & Intercooler Parts"""
"Racingline,""1365.00"",""VWR14G7IS38CORE"",""Racingline Turbocharger Core Unit / IS38 Surcharge cost for VWR14G7IS38COMP"",""Turbo & Intercooler Parts"""
"Racingline,""163.80"",""VWR160000"",""Racingline Turbo Muffler Delete inc Enlarged Connector Hose / MQB EVO /  EA888.4 2.0 TSI GARRETT Turbo / 245PS models"",""Turbo & Intercooler Parts"""
"Racingline,""122.85"",""VWR160001"",""Racingline Turbo Muffler Delete / MQB / EA888.3B 2.0 TSI  MAF-sensor cars only"",""Turbo & Intercooler Parts"""
"Racingline,""122.85"",""VWR16G7TDEL"",""Racingline PART NUMBER SUPERSEDED TO VWR160001 "",""Turbo & Intercooler Parts"""
"Racingline,""54.60"",""VWR17G7R600"",""Racingline R600 Coolant UnderHose / MQB / EA888.3 1.8 & 2.0 TSI  /  EA888.4 2.0 TSI Golf mk8 R"",""Turbo & Intercooler Parts"""
"Racingline,""54.60"",""VWR17G8R600"",""Racingline R600 Coolant UnderHose / MQB EVO / EA888.4 2.0 TSI  /  All models EXCEPT for Golf mk8 R"",""Turbo & Intercooler Parts"""
"Racingline,""43.74"",""VWR90000"",""Racingline Higher-Output Ignition Coil BLUE / MQB evo / MQB 2.0TSI, 1.8TSI, 2.5TFSI"",""Engine & Ancilliaries"""
"Racingline,""43.74"",""VWR900001"",""Racingline Higher-Output Ignition Coil RED / MQB evo / MQB 2.0TSI, 1.8TSI, 2.5TFSI"",""Engine & Ancilliaries"""
"Racingline,""43.74"",""VWR900002"",""Racingline Higher-Output Ignition Coil GREY / MQB evo / MQB 2.0TSI, 1.8TSI, 2.5TFSI"",""Engine & Ancilliaries"""
"Racingline,""443.63"",""VWR13G500"",""Racingline Oil Management Kit / A5-Platform / EA113 2.0 TFSI Catch Can Kit (without Carbon Canister)"",""Engine & Ancilliaries"""
"Racingline,""6.14"",""VWR130004"",""Racingline Oil Management Kit / MQB / Replacement Top PCV Plate Seal Only (for use with Oil Management Kit VWR13G700)"",""Engine & Ancilliaries"""
"Racingline,""58.01"",""VWR130006"",""Racingline Oil Management Kit / MQB / Drain Tap Kit"",""Engine & Ancilliaries"""
"Racingline,""887.24"",""VWR131000"",""Racingline Oil Management Kit / Audi B9 / S4/S5 "",""Engine & Ancilliaries"""
"Racingline,""443.63"",""VWR13G500"",""Racingline Oil Management Kit / A5-Platform / EA113 2.0 TFSI Catch Can Kit (without Carbon Canister)"",""Engine & Ancilliaries"""
"Racingline,""668.85"",""VWR13G700"",""Racingline Oil Management Kit / MQB / EA888.3 1.8 & 2.0 TSI Catch Can Kit"",""Engine & Ancilliaries"""
"Racingline,""54.60"",""VWR13G700RFK"",""Racingline Remote Washer Fluid Fill Kit / Golf 7R & Audi S3 8V (for use with Oil Management Kit VWR13G700)"",""Engine & Ancilliaries"""
"Racingline,""31.40"",""VWR13G700-SERV"",""Racingline Oil Management Kit Service Kit, all hardware (for use with Oil Management Kit VWR13G700)"",""Engine & Ancilliaries"""
"Racingline,""21.13"",""VWR130005"",""Racingline Oil Management Kit / MQB / EA888.3 1.8 & 2.0 TSI Golf 7.5 GTI PCV HOSE (Carbon Canister Bypass)"",""Engine & Ancilliaries"""
"Racingline,""15.02"",""VWR180000"",""Racingline Magnetic Sump Plug (N90813202) / Metal Sump (non-MQB EA888.3)"",""Engine & Ancilliaries"""
"Racingline,""54.60"",""VWR180001"",""Racingline Oil Cooler Accessory / Replacement Oil Filter (for use with VWR18G700 ONLY)"",""Engine & Ancilliaries"""
"Racingline,""30.03"",""VWR180002"",""Racingline Haldex Magnetic Plug Set / MQB AWD / MQB EVO AWD except Sport Rear Diff (ie, not Golf 8R PP, RS3 8Y)"",""Engine & Ancilliaries"""
"Racingline,""30.03"",""VWR180003"",""Racingline Differential Magnetic Plug Set / MQB AWD / MQB EVO AWD"",""Engine & Ancilliaries"""
"Racingline,""38.22"",""VWR180004"",""Racingline True Lock Magnetic Sump Plug / Plastic Sump / EA888.3/3B 1.8 & 2.0 TSI"",""Engine & Ancilliaries"""
"Racingline,""5.25"",""VWR180005"",""Racingline True Lock Magnetic Sump Plug O-Ring / 5 x Seals Only "",""Engine & Ancilliaries"""
"Racingline,""17.05"",""VWR180006"",""Racingline Magnetic Sump Plug / Metal Sump / EA888.4 / EA855"",""Engine & Ancilliaries"""
"Racingline,""600.60"",""VWR18G700"",""Racingline Engine Oil Cooler Kit / Golf 7 GTI & R (Drop Down Mounting)"",""Engine & Ancilliaries"""
"Racingline,""47.78"",""VWR18G700-EUBRACKETS"",""Racingline Oil Cooler Accessory / Bracket Kit / EU Bracket kit only"",""Engine & Ancilliaries"""
"Racingline,""31.40"",""VWR18G700-SERV"",""Racingline Oil Cooler Accessory / Service Kit"",""Engine & Ancilliaries"""
"Racingline,""109.20"",""VWR190000"",""Racingline Billet Fuel Filler Cap  /  Screw Type Fitting"",""Details"""
"Racingline,""133.77"",""VWR190001"",""Racingline Billet Oil Filter Housing  / Audi B9 / S4/S5/SQ5 & RS4/RS5"",""Details"""
"Racingline,""81.90"",""VWR190002"",""Racingline Billet Oil Cap / 2.0 TSI EA888.4"",""Details"""
"Racingline,""135.14"",""VWR190003"",""Racingline Billet Oil Cap / Audi B9 / S4/S5/SQ5 & RS4/RS5"",""Details"""
"Racingline,""81.90"",""VWR190004"",""Racingline Billet Oil Cap / EA211 1.0 TSI / 1.2 TSI / 1.4 TSI"",""Details"""
"Racingline,""67.60"",""VWR190005"",""Racingline Billet Oil Dipstick / EA211 EVO / 1.5 TSI "",""Details"""
"Racingline,""98.39"",""VWR190006"",""Racingline Billet Oil Dipstick / EA855 / 2.5 TFSI / DAZA, DAZC, DNWA, DXHA"",""Details"""
"Racingline,""68.25"",""VWR19G701"",""Racingline Billet Oil Dipstick / EA888.3 / EA888.4 1.8 & 2.0 TSI"",""Details"""
"Racingline,""81.90"",""VWR19G702"",""Racingline Billet Oil Cap / EA888.3 1.8 & 2.0 TSI"",""Details"""
"Racingline,""95.55"",""VWR19G703"",""Racingline Billet Coolant Expansion Cap"",""Details"""
"Racingline,""81.90"",""VWR19G704"",""Racingline Billet Washer Fluid Cap"",""Details"""
"Racingline,""88.73"",""VWR19G706"",""Racingline Billet Oil Filter Housing / EA888 / .3 / .4 / 3B  1.8 & 2.0 TSI"",""Details"""
"Racingline,""81.90"",""VWR19G707"",""Racingline Billet Brake Fluid Cap"",""Details"""
"Racingline,""95.55"",""VWR19G708"",""Racingline Billet DSG Oil Filter Housing / DQ250 / 6-speed"",""Details"""
"Racingline,""102.38"",""VWR19G709"",""Racingline Billet DSG Oil Filter Housing / DQ381 & DQ500 / 7-speed"",""Details"""
"Racingline,""109.20"",""VWR19G711"",""Racingline Billet Fuel Filler Cap / Bayonet 'Twist & Turn' Fitting"",""Details"""
"Racingline,""187.49"",""VWR493000"",""Racingline Billet DSG Paddles Piano Black / Audi 8V A3 & S3 (non-Audi Sport steering wheel) / Leon III 5F"",""Details"""
"Racingline,""187.49"",""VWR493001"",""Racingline Billet DSG Paddles Titanium finish / Audi 8V A3 & S3 (non-Audi Sport steering wheel) / Leon III 5F"",""Details"""
"Racingline,""187.49"",""VWR494100"",""Racingline Billet S-Tronic Paddles Titanium finish / A4 & S4 & RS4(B9) / A5 & S5 & RS5 (B9) / A3,S3,RS3 (Audi Sport steering wheel) / TTRS 8S / R8"",""Details"""
"Racingline,""187.49"",""VWR494101"",""Racingline Billet S-Tronic Paddles Black / A4 & S4 & RS4 (B9) / A5 & S5 & RS5 (B9) / A3 & S3 & RS3 (Audi Sport steering wheel) / TTRS 8S / R8"",""Details"""
"Racingline,""187.49"",""VWR49G700"",""Racingline Billet DSG Gearshift Paddles Piano Black / Golf 7 / Polo 6R & 6C & AW"",""Details"""
"Racingline,""187.49"",""VWR49G701"",""Racingline Billet DSG Gearshift Paddles Titanium finish / Golf 7 / Polo 6R & 6C & AW"",""Details"""
"Racingline,""136.49"",""VWR700000"",""Racingline Manual Gear Knob / MQB / MQB EVO / 6MT"",""Details"""
"Racingline,""28.67"",""VWR810000"",""Racingline Rear Wiper Delete"",""Details"""
"Racingline,""80.54"",""VWR810002"",""Racingline Bonnet/Hood Gas Strut  /  Golf mk8 only"",""Details"""
"Racingline,""273.00"",""VWR810003"",""Racingline Carbon Fibre Rear Body Brace  /  MQB A0 / Polo AW & VW ID.3"",""Details"""
"Racingline,""204.75"",""VWR810004"",""Racingline Chassis Brace Support Centre / MQB FWD / MQB EVO FWD"",""Details"""
"Racingline,""177.45"",""VWR810005"",""Racingline Chassis Brace Support Rear / MQB / MQB EVO / MQB AO"",""Details"""
"Racingline,""286.65"",""VWR810006"",""Racingline Front Subframe Rear Chassis Brace  /  MQB / MQB EVO"",""Details"""
"Racingline,""57.33"",""VWR810009"",""Racingline Propshaft Bearing Alignment Kit  /  MQB / MQB EVO / Haldex AWD"",""Details"""
"Racingline,""455.91"",""VWR8130S3"",""Racingline Carbon Fibre Rear Body Brace  /  MQB /  Audi A3 & S3 & RS3 8V / Hatch & Sportback Only"",""Details"""
"Racingline,""455.91"",""VWR8130S3-SEDAN"",""Racingline Carbon Fibre Rear Body Brace  /  MQB / Audi A3 & S3 & RS3 8V / Sedan Only"",""Details"""
"Racingline,""443.63"",""VWR814100"",""Racingline Front Chassis Brace  / Audi B9 /  A4 & S4 & RS4 (B9) / A5 & S5 & RS5 (B9)"",""Details"""
"Racingline,""455.91"",""VWR81G700"",""Racingline Carbon Fibre Rear Body Brace  /  MQB / MQB EVO / Golf 7 / Leon 3 / Octavia 3 / Golf 8 / Leon 4 / Octavia 4"",""Details"""
"Racingline,""23.21"",""VWR81G7-HARDWARE"",""Racingline Carbon Fibre Rear Body Brace Hardware Kit  /  MQB / MQB EVO"",""Details"""
"Racingline,""10.24"",""VWR800000"",""Racingline Badge - R Line - Silver"",""Decals"""
"Racingline,""10.24"",""VWR800001"",""Racingline Badge - R Line - Black"",""Decals"""
"Racingline,""10.24"",""VWR800004"",""Racingline Badge - R Line - Copper"",""Decals"""
"Racingline,""10.24"",""VWR800002"",""Racingline Badge - OEM Plus Silver"",""Decals"""
"Racingline,""10.24"",""VWR800003"",""Racingline Badge - OEM Plus Black"",""Decals"""
"Racingline,""47.78"",""VWR800001-BLK"",""Racingline Door Decals Short / Black / Golf / Polo / Leon / A3 etc"",""Decals"""
"Racingline,""47.78"",""VWR800001-SVR"",""Racingline Door Decals Short / Silver / Golf / Polo / Leon / A3 etc"",""Decals"""
